,location,price-boroughwise,property_type,review_scores_rating,listing_id
33753,Lambeth,expensive,large,92.0,27976157.0
33776,Lambeth,very_cheap,room,100.0,27996485.0
33780,Lambeth,very_expensive,large,100.0,27998558.0
33792,Lambeth,cheap,room,99.0,28001528.0
33836,Lambeth,very_expensive,small,100.0,28041056.0
33851,Lambeth,very_expensive,large,97.0,28062014.0
33906,Lambeth,expensive,large,87.0,28090626.0
33909,Lambeth,average,small,100.0,28092394.0
33926,Lambeth,very_cheap,room,97.0,28101219.0
33944,Lambeth,expensive,small,92.0,28115279.0
33989,Lambeth,expensive,room,100.0,28146674.0
33998,Lambeth,very_expensive,small,86.0,28151725.0
34009,Lambeth,expensive,room,97.0,28159063.0
34010,Lambeth,cheap,room,92.0,28161039.0
34042,Lambeth,cheap,room,96.0,28185047.0
34069,Lambeth,very_expensive,large,85.0,28204282.0
34073,Lambeth,very_expensive,large,90.0,28204826.0
34085,Lambeth,expensive,large,97.0,28215192.0
34092,Lambeth,cheap,large,92.0,28219000.0
34124,Lambeth,very_expensive,large,89.0,28243604.0
34127,Lambeth,average,small,98.0,28244295.0
34161,Lambeth,very_expensive,large,92.0,28265455.0
34184,Lambeth,cheap,room,99.0,28279025.0
34205,Lambeth,very_cheap,room,100.0,28297925.0
34236,Lambeth,very_expensive,large,89.0,28324399.0
34242,Lambeth,very_cheap,room,99.0,28331487.0
34254,Lambeth,average,room,95.0,28337924.0
34273,Lambeth,expensive,room,93.0,28353210.0
34340,Lambeth,very_expensive,large,98.0,28407765.0
34358,Lambeth,expensive,large,83.0,28426185.0
34373,Lambeth,very_cheap,room,95.0,28431930.0
34375,Lambeth,very_cheap,room,100.0,28432575.0
34379,Lambeth,very_expensive,large,96.0,28435148.0
34387,Lambeth,very_expensive,large,99.0,28437575.0
34400,Lambeth,very_cheap,room,98.0,28452399.0
34424,Lambeth,average,room,95.0,28467390.0
34488,Lambeth,very_expensive,large,90.0,28506604.0
34503,Lambeth,cheap,room,99.0,28516778.0
34506,Lambeth,average,large,93.0,28518542.0
34514,Lambeth,very_expensive,large,100.0,28529231.0
34615,Lambeth,very_expensive,large,83.0,28602876.0
34616,Lambeth,expensive,small,95.0,28602920.0
34626,Lambeth,cheap,room,98.0,28609476.0
34633,Lambeth,average,small,60.0,28622267.0
34643,Lambeth,cheap,room,100.0,28624490.0
34671,Lambeth,cheap,room,86.0,28652501.0
34687,Lambeth,average,small,92.0,28658027.0
34694,Lambeth,expensive,large,93.0,28660462.0
34703,Lambeth,expensive,large,100.0,28665623.0
34767,Lambeth,average,small,91.0,28713454.0
34787,Lambeth,expensive,small,100.0,28728425.0
34788,Lambeth,average,large,100.0,28728465.0
34791,Lambeth,very_cheap,room,80.0,28729601.0
34807,Lambeth,expensive,room,98.0,28745460.0
34816,Lambeth,average,small,92.0,28748895.0
34830,Lambeth,expensive,large,96.0,28755096.0
34862,Lambeth,expensive,small,88.0,28772259.0
34864,Lambeth,very_expensive,small,87.0,28773153.0
34866,Lambeth,expensive,small,87.0,28773936.0
34868,Lambeth,expensive,large,98.0,28774100.0
34869,Lambeth,cheap,room,100.0,28774152.0
34887,Lambeth,expensive,small,88.0,28780659.0
34910,Lambeth,expensive,large,91.0,28801809.0
34927,Lambeth,cheap,room,100.0,28809798.0
34940,Lambeth,expensive,large,88.0,28826306.0
34945,Lambeth,expensive,large,99.0,28828647.0
34968,Lambeth,expensive,room,100.0,28838260.0
34971,Lambeth,very_expensive,large,95.0,28838703.0
34987,Lambeth,average,room,98.0,28856344.0
35018,Lambeth,expensive,small,92.0,28880649.0
35055,Lambeth,cheap,room,94.0,28910399.0
35058,Lambeth,expensive,small,100.0,28912380.0
35063,Lambeth,expensive,small,100.0,28922576.0
35092,Lambeth,average,small,100.0,28947230.0
35098,Lambeth,average,large,90.0,28950674.0
35108,Lambeth,average,small,100.0,28953031.0
35120,Lambeth,expensive,room,100.0,28958696.0
35156,Lambeth,very_cheap,room,100.0,28987168.0
35198,Lambeth,expensive,small,95.0,29020451.0
35202,Lambeth,cheap,room,100.0,29020985.0
35208,Lambeth,very_expensive,large,95.0,29023661.0
35224,Lambeth,cheap,room,97.0,29029822.0
35255,Lambeth,average,room,100.0,29056877.0
35272,Lambeth,expensive,room,99.0,29068906.0
35274,Lambeth,expensive,large,93.0,29069749.0
35286,Lambeth,average,room,100.0,29078145.0
35288,Lambeth,very_cheap,room,98.0,29078862.0
35291,Lambeth,average,small,95.0,29087068.0
35305,Lambeth,very_cheap,room,98.0,29091832.0
35307,Lambeth,expensive,small,97.0,29093701.0
35310,Lambeth,average,room,100.0,29095690.0
35323,Lambeth,cheap,room,98.0,29100727.0
35327,Lambeth,cheap,room,94.0,29101593.0
35353,Lambeth,expensive,room,85.0,29127977.0
35357,Lambeth,cheap,room,100.0,29129550.0
35360,Lambeth,cheap,room,98.0,29138270.0
35361,Lambeth,very_expensive,large,100.0,29139098.0
35386,Lambeth,expensive,room,93.0,29152248.0
35388,Lambeth,expensive,room,93.0,29154457.0
35401,Lambeth,expensive,large,86.0,29167600.0
35423,Lambeth,expensive,large,91.0,29180934.0
35440,Lambeth,average,room,96.0,29198201.0
35452,Lambeth,very_cheap,room,100.0,29201734.0
35477,Lambeth,very_cheap,room,98.0,29223872.0
35514,Lambeth,average,room,84.0,29251110.0
35527,Lambeth,cheap,room,100.0,29260619.0
35554,Lambeth,expensive,small,93.0,29280026.0
35595,Lambeth,expensive,large,91.0,29307766.0
35596,Lambeth,very_expensive,large,97.0,29307931.0
35605,Lambeth,very_expensive,large,98.0,29320674.0
35609,Lambeth,very_expensive,large,95.0,29324505.0
35627,Lambeth,cheap,room,95.0,29330785.0
35656,Lambeth,average,large,67.0,29359363.0
35660,Lambeth,average,room,96.0,29362165.0
35718,Lambeth,average,small,93.0,29409586.0
35730,Lambeth,very_cheap,room,96.0,29419319.0
35767,Lambeth,very_expensive,large,100.0,29450278.0
35771,Lambeth,very_expensive,large,94.0,29454703.0
35776,Lambeth,average,small,100.0,29456250.0
35783,Lambeth,expensive,small,100.0,29459780.0
35812,Lambeth,expensive,large,92.0,29480409.0
35829,Lambeth,very_cheap,room,97.0,29499019.0
35830,Lambeth,very_expensive,large,92.0,29499188.0
35832,Lambeth,average,small,98.0,29500101.0
35904,Lambeth,expensive,small,98.0,29534757.0
35910,Lambeth,very_expensive,large,91.0,29542069.0
35912,Lambeth,very_expensive,large,93.0,29542229.0
35913,Lambeth,very_cheap,room,91.0,29542361.0
35925,Lambeth,very_expensive,large,89.0,29558209.0
35963,Lambeth,very_cheap,room,88.0,29585119.0
35988,Lambeth,average,small,93.0,29604455.0
35992,Lambeth,cheap,small,99.0,29607635.0
36016,Lambeth,very_cheap,room,100.0,29628301.0
36018,Lambeth,very_cheap,room,95.0,29628963.0
36026,Lambeth,average,room,98.0,29639940.0
36066,Lambeth,cheap,room,93.0,29653311.0
36075,Lambeth,very_cheap,room,98.0,29657819.0
36081,Lambeth,expensive,room,99.0,29668890.0
36082,Lambeth,very_expensive,large,100.0,29669771.0
36085,Lambeth,average,room,96.0,29671135.0
36113,Lambeth,very_expensive,large,94.0,29691470.0
36120,Lambeth,average,room,100.0,29695861.0
36124,Lambeth,very_expensive,small,90.0,29696568.0
36167,Lambeth,cheap,room,92.0,29731876.0
36203,Lambeth,cheap,large,99.0,29759142.0
36206,Lambeth,very_expensive,large,91.0,29759896.0
36224,Lambeth,very_cheap,room,94.0,29776979.0
36255,Lambeth,expensive,large,100.0,29796264.0
36263,Lambeth,cheap,room,95.0,29798553.0
36307,Lambeth,very_expensive,large,94.0,29826695.0
36309,Lambeth,cheap,room,96.0,29826758.0
36314,Lambeth,cheap,room,95.0,29829286.0
36333,Lambeth,average,small,72.0,29844907.0
36365,Lambeth,very_cheap,room,92.0,29854322.0
36381,Lambeth,very_cheap,room,99.0,29869456.0
36405,Lambeth,very_cheap,room,96.0,29890672.0
36406,Lambeth,average,small,96.0,29891390.0
36411,Lambeth,very_expensive,large,100.0,29892855.0
36412,Lambeth,very_expensive,large,87.0,29893267.0
36414,Lambeth,cheap,room,99.0,29894161.0
36415,Lambeth,average,small,88.0,29894225.0
36432,Lambeth,very_expensive,large,89.0,29900853.0
36433,Lambeth,very_cheap,room,96.0,29900969.0
36447,Lambeth,very_expensive,large,100.0,29916260.0
36459,Lambeth,expensive,large,97.0,29920920.0
36478,Lambeth,very_cheap,room,87.0,29935280.0
36479,Lambeth,very_cheap,room,99.0,29935296.0
36496,Lambeth,very_cheap,room,95.0,29947980.0
36503,Lambeth,expensive,small,90.0,29954079.0
36510,Lambeth,average,room,100.0,29955369.0
36516,Lambeth,expensive,large,100.0,29956837.0
36534,Lambeth,cheap,small,89.0,29974490.0
36560,Lambeth,average,room,95.0,29983987.0
36574,Lambeth,very_cheap,room,96.0,30001460.0
36587,Lambeth,expensive,room,97.0,30005610.0
36609,Lambeth,expensive,small,99.0,30016746.0
36610,Lambeth,cheap,room,93.0,30017095.0
36634,Lambeth,average,room,85.0,30034638.0
36667,Lambeth,cheap,room,99.0,30062277.0
36679,Lambeth,very_expensive,large,87.0,30079747.0
36696,Lambeth,cheap,room,90.0,30086096.0
36704,Lambeth,very_expensive,small,100.0,30099593.0
36710,Lambeth,very_expensive,large,100.0,30100457.0
36720,Lambeth,cheap,room,100.0,30109323.0
36730,Lambeth,expensive,small,95.0,30118822.0
36731,Lambeth,very_cheap,room,95.0,30118891.0
36744,Lambeth,average,large,100.0,30124257.0
36770,Lambeth,very_expensive,small,96.0,30142674.0
36811,Lambeth,very_expensive,small,95.0,30166190.0
36834,Lambeth,expensive,small,95.0,30174026.0
36842,Lambeth,average,room,99.0,30178807.0
36869,Lambeth,expensive,small,88.0,30199394.0
36971,Lambeth,expensive,large,99.0,30263084.0
36986,Lambeth,average,room,100.0,30278980.0
36987,Lambeth,very_cheap,room,95.0,30279021.0
36989,Lambeth,very_cheap,room,94.0,30279726.0
37003,Lambeth,very_cheap,room,98.0,30285334.0
37012,Lambeth,very_cheap,room,93.0,30288581.0
37033,Lambeth,expensive,room,100.0,30304082.0
37042,Lambeth,average,room,98.0,30305541.0
37048,Lambeth,expensive,small,80.0,30308964.0
37056,Lambeth,very_cheap,room,98.0,30311298.0
37057,Lambeth,cheap,small,94.0,30311973.0
37068,Lambeth,expensive,small,93.0,30317264.0
37075,Lambeth,average,small,73.0,30333590.0
37083,Lambeth,very_expensive,large,93.0,30337135.0
37159,Lambeth,expensive,small,95.0,30369937.0
37184,Lambeth,average,large,98.0,30388279.0
37189,Lambeth,very_expensive,large,97.0,30391534.0
37191,Lambeth,expensive,large,93.0,30392655.0
37292,Lambeth,very_cheap,room,79.0,30475245.0
37349,Lambeth,average,small,91.0,30519980.0
37350,Lambeth,average,room,92.0,30519984.0
37404,Lambeth,very_cheap,room,95.0,30559751.0
37416,Lambeth,very_expensive,small,91.0,30577027.0
37444,Lambeth,average,small,80.0,30598353.0
37483,Lambeth,very_cheap,room,100.0,30673504.0
37499,Lambeth,cheap,room,96.0,30690635.0
37542,Lambeth,average,large,80.0,30731642.0
37544,Lambeth,cheap,small,97.0,30732727.0
37596,Lambeth,very_expensive,large,93.0,30767174.0
37599,Lambeth,cheap,room,86.0,30770343.0
37604,Lambeth,average,small,100.0,30780041.0
37612,Lambeth,very_expensive,large,98.0,30783446.0
37642,Lambeth,average,room,100.0,30804026.0
37662,Lambeth,average,room,91.0,30814950.0
37698,Lambeth,very_cheap,room,100.0,30853756.0
37709,Lambeth,expensive,large,100.0,30876552.0
37730,Lambeth,very_cheap,room,100.0,30900299.0
37733,Lambeth,expensive,small,100.0,30902101.0
37738,Lambeth,cheap,room,98.0,30903475.0
37746,Lambeth,expensive,small,96.0,30908352.0
37757,Lambeth,very_expensive,small,74.0,30919810.0
37807,Lambeth,average,room,99.0,30957661.0
37836,Lambeth,very_cheap,room,100.0,30982417.0
37855,Lambeth,very_cheap,room,96.0,31007937.0
37908,Lambeth,average,small,93.0,31034620.0
37921,Lambeth,average,room,95.0,31048452.0
37937,Lambeth,cheap,room,92.0,31064641.0
37949,Lambeth,very_expensive,large,94.0,31071138.0
37960,Lambeth,very_expensive,large,100.0,31082403.0
37970,Lambeth,cheap,room,92.0,31097745.0
37997,Lambeth,expensive,large,97.0,31122930.0
38008,Lambeth,very_cheap,room,100.0,31134286.0
38030,Lambeth,average,small,98.0,31161266.0
38041,Lambeth,very_expensive,small,97.0,31164457.0
38062,Lambeth,very_cheap,small,91.0,31173622.0
38077,Lambeth,cheap,room,83.0,31189095.0
38084,Lambeth,cheap,small,91.0,31193180.0
38086,Lambeth,expensive,room,100.0,31199293.0
38089,Lambeth,average,small,90.0,31199762.0
38099,Lambeth,very_expensive,large,63.0,31204476.0
38110,Lambeth,very_expensive,large,74.0,31215737.0
38170,Lambeth,very_cheap,room,100.0,31279230.0
38194,Lambeth,expensive,small,100.0,31304302.0
38208,Lambeth,average,large,87.0,31319379.0
38219,Lambeth,average,room,99.0,31330200.0
38244,Lambeth,very_expensive,large,95.0,31347874.0
38251,Lambeth,very_cheap,room,98.0,31349516.0
38260,Lambeth,average,small,100.0,31353525.0
38274,Lambeth,very_cheap,room,92.0,31360172.0
38320,Lambeth,expensive,room,96.0,31397925.0
38330,Lambeth,expensive,large,100.0,31402433.0
38340,Lambeth,expensive,small,100.0,31409077.0
38347,Lambeth,very_expensive,large,100.0,31413717.0
38376,Lambeth,very_expensive,large,93.0,31432619.0
38481,Lambeth,cheap,room,100.0,31493172.0
38482,Lambeth,average,small,100.0,31493856.0
38533,Lambeth,average,large,84.0,31535487.0
38581,Lambeth,expensive,small,100.0,31588691.0
38598,Lambeth,very_expensive,large,97.0,31610201.0
38602,Lambeth,expensive,small,86.0,31610960.0
38610,Lambeth,very_expensive,large,100.0,31613867.0
38613,Lambeth,cheap,room,96.0,31615079.0
38614,Lambeth,very_cheap,room,95.0,31615629.0
38632,Lambeth,expensive,large,86.0,31631084.0
38633,Lambeth,very_expensive,large,97.0,31631745.0
38646,Lambeth,expensive,small,68.0,31640017.0
38680,Lambeth,very_expensive,large,98.0,31665278.0
38688,Lambeth,very_expensive,large,95.0,31667473.0
38697,Lambeth,expensive,large,80.0,31681558.0
38704,Lambeth,expensive,small,100.0,31684671.0
38712,Lambeth,average,small,97.0,31690146.0
38713,Lambeth,average,room,100.0,31690683.0
38736,Lambeth,average,small,96.0,31710463.0
38778,Lambeth,very_expensive,large,93.0,31765433.0
38783,Lambeth,cheap,room,99.0,31776255.0
38784,Lambeth,average,room,95.0,31776709.0
38811,Lambeth,very_expensive,large,92.0,31815753.0
38829,Lambeth,average,room,97.0,31830731.0
38872,Lambeth,average,small,100.0,31871826.0
38911,Lambeth,very_expensive,large,100.0,31898095.0
38936,Lambeth,average,large,100.0,31918543.0
38955,Lambeth,cheap,room,100.0,31936530.0
39019,Lambeth,expensive,large,96.0,31954307.0
39053,Lambeth,cheap,small,90.0,31987934.0
39083,Lambeth,expensive,small,98.0,32008953.0
39087,Lambeth,average,small,91.0,32010378.0
39093,Lambeth,very_cheap,room,99.0,32015099.0
39105,Lambeth,cheap,room,91.0,32029247.0
39127,Lambeth,cheap,room,100.0,32040815.0
39133,Lambeth,cheap,room,80.0,32052436.0
39144,Lambeth,expensive,large,100.0,32057118.0
39157,Lambeth,average,room,96.0,32066739.0
39169,Lambeth,very_expensive,large,97.0,32080524.0
39204,Lambeth,average,small,87.0,32100966.0
39206,Lambeth,average,room,99.0,32102354.0
39228,Lambeth,cheap,room,99.0,32118465.0
39275,Lambeth,very_expensive,large,96.0,32154639.0
39297,Lambeth,cheap,room,91.0,32166579.0
39316,Lambeth,average,room,100.0,32186535.0
39319,Lambeth,average,large,95.0,32188595.0
39330,Lambeth,expensive,room,97.0,32201917.0
39331,Lambeth,expensive,small,97.0,32203096.0
39332,Lambeth,very_expensive,large,74.0,32203375.0
39393,Lambeth,very_cheap,room,95.0,32241034.0
39401,Lambeth,very_expensive,large,100.0,32249790.0
39403,Lambeth,very_cheap,room,100.0,32250217.0
39434,Lambeth,very_cheap,room,100.0,32280296.0
39438,Lambeth,very_expensive,large,99.0,32283888.0
39445,Lambeth,cheap,small,96.0,32285758.0
39446,Lambeth,cheap,room,93.0,32285818.0
39447,Lambeth,expensive,small,98.0,32285820.0
39496,Lambeth,cheap,room,78.0,32327532.0
39498,Lambeth,very_expensive,large,100.0,32327880.0
39510,Lambeth,very_expensive,small,87.0,32339258.0
39511,Lambeth,very_expensive,large,98.0,32341177.0
39548,Lambeth,very_cheap,room,100.0,32359927.0
39552,Lambeth,cheap,room,93.0,32362348.0
39566,Lambeth,average,room,78.0,32375688.0
39595,Lambeth,very_cheap,room,98.0,32394201.0
39609,Lambeth,cheap,room,100.0,32398185.0
39626,Lambeth,cheap,room,96.0,32404380.0
39632,Lambeth,expensive,small,100.0,32412045.0
39650,Lambeth,cheap,room,93.0,32428998.0
39684,Lambeth,cheap,room,92.0,32455920.0
39693,Lambeth,cheap,room,88.0,32458682.0
39694,Lambeth,cheap,room,95.0,32459272.0
39732,Lambeth,expensive,small,98.0,32482626.0
39737,Lambeth,expensive,small,100.0,32484421.0
39745,Lambeth,cheap,small,90.0,32488906.0
39760,Lambeth,cheap,room,80.0,32496364.0
39780,Lambeth,very_expensive,small,96.0,32510339.0
39790,Lambeth,average,large,88.0,32515728.0
39792,Lambeth,cheap,room,85.0,32516401.0
39813,Lambeth,very_cheap,room,98.0,32533974.0
39822,Lambeth,very_expensive,small,99.0,32538595.0
39840,Lambeth,cheap,room,100.0,32547313.0
39854,Lambeth,cheap,room,72.0,32560345.0
39855,Lambeth,cheap,room,82.0,32561047.0
39878,Lambeth,average,small,90.0,32565838.0
39890,Lambeth,cheap,room,100.0,32571537.0
39894,Lambeth,cheap,room,93.0,32575000.0
39906,Lambeth,cheap,room,99.0,32585544.0
39917,Lambeth,expensive,large,98.0,32590459.0
39954,Lambeth,very_cheap,room,100.0,32615189.0
39990,Lambeth,very_cheap,room,97.0,32635322.0
40019,Lambeth,cheap,room,89.0,32653860.0
40029,Lambeth,very_cheap,room,94.0,32658058.0
40053,Lambeth,expensive,large,100.0,32664928.0
40054,Lambeth,cheap,room,92.0,32666112.0
40058,Lambeth,cheap,room,93.0,32667108.0
40074,Lambeth,expensive,large,92.0,32688056.0
40086,Lambeth,very_expensive,large,100.0,32695038.0
40087,Lambeth,cheap,room,100.0,32695427.0
40104,Lambeth,cheap,room,88.0,32712646.0
40132,Lambeth,very_expensive,small,100.0,32732641.0
40139,Lambeth,cheap,room,100.0,32734211.0
40144,Lambeth,very_cheap,room,100.0,32736100.0
40147,Lambeth,cheap,room,98.0,32741283.0
40162,Lambeth,average,small,93.0,32754099.0
40164,Lambeth,expensive,small,100.0,32754677.0
40208,Lambeth,very_cheap,room,100.0,32783593.0
40230,Lambeth,average,room,100.0,32802443.0
40245,Lambeth,expensive,small,100.0,32809698.0
40303,Lambeth,very_cheap,large,100.0,32861360.0
40324,Lambeth,cheap,room,93.0,32869721.0
40327,Lambeth,cheap,room,75.0,32880180.0
40345,Lambeth,very_cheap,room,84.0,32888884.0
40425,Lambeth,cheap,room,97.0,32952208.0
40428,Lambeth,average,small,94.0,32952865.0
40431,Lambeth,cheap,room,100.0,32954838.0
40439,Lambeth,average,room,99.0,32957487.0
40440,Lambeth,cheap,room,98.0,32957568.0
40443,Lambeth,cheap,room,92.0,32961766.0
40457,Lambeth,cheap,small,95.0,32973474.0
40470,Lambeth,very_expensive,large,77.0,32981333.0
40488,Lambeth,cheap,room,94.0,32988377.0
40516,Lambeth,expensive,room,91.0,33011542.0
40530,Lambeth,average,room,100.0,33017916.0
40534,Lambeth,cheap,room,93.0,33027576.0
40540,Lambeth,very_expensive,large,52.0,33029836.0
40549,Lambeth,expensive,large,88.0,33031742.0
40562,Lambeth,cheap,room,91.0,33040458.0
40566,Lambeth,cheap,room,100.0,33042861.0
40687,Lambeth,very_expensive,large,69.0,33148604.0
40691,Lambeth,very_expensive,large,80.0,33151678.0
40718,Lambeth,very_expensive,large,94.0,33164061.0
40724,Lambeth,very_expensive,large,80.0,33170090.0
40735,Lambeth,average,room,89.0,33180333.0
40745,Lambeth,average,small,95.0,33187447.0
40774,Lambeth,very_expensive,large,91.0,33208401.0
40798,Lambeth,average,room,86.0,33235962.0
40858,Lambeth,average,small,98.0,33274445.0
40866,Lambeth,expensive,large,83.0,33289733.0
40867,Lambeth,cheap,room,100.0,33289997.0
40868,Lambeth,very_expensive,large,96.0,33292619.0
40873,Lambeth,expensive,large,97.0,33299804.0
40874,Lambeth,average,room,97.0,33300165.0
40901,Lambeth,very_cheap,room,80.0,33312120.0
40914,Lambeth,very_expensive,room,96.0,33327726.0
40919,Lambeth,cheap,small,100.0,33330417.0
40921,Lambeth,cheap,room,100.0,33332302.0
40936,Lambeth,average,small,93.0,33337706.0
40972,Lambeth,average,room,98.0,33363780.0
40981,Lambeth,cheap,room,98.0,33367360.0
40982,Lambeth,average,small,100.0,33367509.0
40991,Lambeth,expensive,small,95.0,33372168.0
40992,Lambeth,very_cheap,room,98.0,33372222.0
41018,Lambeth,very_expensive,large,97.0,33390749.0
41108,Lambeth,cheap,room,80.0,33447761.0
41112,Lambeth,very_expensive,large,93.0,33453277.0
41121,Lambeth,average,small,95.0,33463139.0
41126,Lambeth,very_expensive,large,91.0,33468207.0
41158,Lambeth,cheap,room,95.0,33495113.0
41194,Lambeth,average,room,95.0,33526216.0
41216,Lambeth,very_expensive,large,70.0,33548835.0
41227,Lambeth,cheap,room,96.0,33561016.0
41240,Lambeth,very_expensive,large,98.0,33572484.0
41263,Lambeth,very_cheap,room,99.0,33584712.0
41264,Lambeth,cheap,room,86.0,33584762.0
41322,Lambeth,very_cheap,room,68.0,33622736.0
41350,Lambeth,average,small,93.0,33639042.0
41367,Lambeth,very_cheap,room,60.0,33650859.0
